dexNum,id,evoDexNum,evoId,prevoKey,evoKey,levelNeeded,evoItems,evoDelay,timeOfDayCond,biomeCond,genderEvo,moveTypeCond,knowsMove,friendship,haveCaught,tyrogueStats,rockruffAbility,shedinjaBs,weatherCond,dunsparceSeed,nature,partyTypeCond,heldItemCond,evoTreasureTracker
543,VENIPEDE,544,WHIRLIPEDE,,,22,,,,,,,,,,,,,,,,,,
544,WHIRLIPEDE,545,SCOLIPEDE,,,30,,,,,,,,,,,,,,,,,,
546,COTTONEE,547,WHIMSICOTT,,,1,SUN_STONE,28|32|32,,,,,,,,,,,,,,,,
548,PETILIL,6549,HISUI_LILLIGANT,,,1,DAWN_STONE,28|32|32,,,,,,,,,,,,,,,,
548,PETILIL,549,LILLIGANT,,,1,SUN_STONE,28|32|32,,,,,,,,,,,,,,,,
551,SANDILE,552,KROKOROK,,,29,,,,,,,,,,,,,,,,,,
552,KROKOROK,553,KROOKODILE,,,40,,,,,,,,,,,,,,,,,,
554,DARUMAKA,555,DARMANITAN,,,35,,,,,,,,,,,,,,,,,,
557,DWEBBLE,558,CRUSTLE,,,34,,,,,,,,,,,,,,,,,,
559,SCRAGGY,560,SCRAFTY,,,39,,,,,,,,,,,,,,,,,,
562,YAMASK,563,COFAGRIGUS,,,34,,,,,,,,,,,,,,,,,,
564,TIRTOUGA,565,CARRACOSTA,,,37,,,,,,,,,,,,,,,,,,
566,ARCHEN,567,ARCHEOPS,,,37,,,,,,,,,,,,,,,,,,
568,TRUBBISH,569,GARBODOR,,,36,,,,,,,,,,,,,,,,,,
570,ZORUA,571,ZOROARK,,,30,,,,,,,,,,,,,,,,,,
572,MINCCINO,573,CINCCINO,,,1,SHINY_STONE,24|32|32,,,,,,,,,,,,,,,,
574,GOTHITA,575,GOTHORITA,,,32,,,,,,,,,,,,,,,,,,
575,GOTHORITA,576,GOTHITELLE,,,41,,,,,,,,,,,,,,,,,,
577,SOLOSIS,578,DUOSION,,,32,,,,,,,,,,,,,,,,,,
578,DUOSION,579,REUNICLUS,,,41,,,,,,,,,,,,,,,,,,
580,DUCKLETT,581,SWANNA,,,35,,,,,,,,,,,,,,,,,,
582,VANILLITE,583,VANILLISH,,,35,,,,,,,,,,,,,,,,,,
583,VANILLISH,584,VANILLUXE,,,47,,,,,,,,,,,,,,,,,,
585,DEERLING,586,SAWSBUCK,,,34,,,,,,,,,,,,,,,,,,
588,KARRABLAST,589,ESCAVALIER,,,1,LINKING_CORD,30|30|35,,,,,,,SHELMET,,,,,,,,,
590,FOONGUS,591,AMOONGUSS,,,39,,,,,,,,,,,,,,,,,,
592,FRILLISH,593,JELLICENT,,,40,,,,,,,,,,,,,,,,,,
595,JOLTIK,596,GALVANTULA,,,36,,,,,,,,,,,,,,,,,,
597,FERROSEED,598,FERROTHORN,,,40,,,,,,,,,,,,,,,,,,
599,KLINK,600,KLANG,,,38,,,,,,,,,,,,,,,,,,
600,KLANG,601,KLINKLANG,,,49,,,,,,,,,,,,,,,,,,
602,TYNAMO,603,EELEKTRIK,,,39,,,,,,,,,,,,,,,,,,
603,EELEKTRIK,604,EELEKTROSS,,,1,THUNDER_STONE,49|54|54,,,,,,,,,,,,,,,,
605,ELGYEM,606,BEHEEYEM,,,42,,,,,,,,,,,,,,,,,,
607,LITWICK,608,LAMPENT,,,41,,,,,,,,,,,,,,,,,,
608,LAMPENT,609,CHANDELURE,,,1,DUSK_STONE,51|56|56,,,,,,,,,,,,,,,,
610,AXEW,611,FRAXURE,,,38,,,,,,,,,,,,,,,,,,
611,FRAXURE,612,HAXORUS,,,48,,,,,,,,,,,,,,,,,,
613,CUBCHOO,614,BEARTIC,,,37,,,,,,,,,,,,,,,,,,
616,SHELMET,617,ACCELGOR,,,1,LINKING_CORD,30|30|35,,,,,,,KARRABLAST,,,,,,,,,
619,MIENFOO,620,MIENSHAO,,,50,,,,,,,,,,,,,,,,,,
622,GOLETT,623,GOLURK,,,43,,,,,,,,,,,,,,,,,,
624,PAWNIARD,625,BISHARP,,,52,,,,,,,,,,,,,,,,,,
625,BISHARP,983,KINGAMBIT,,,1,LEADERS_CREST,70|85|100,,,,,,,,,,,,,,,,
627,RUFFLET,6628,HISUI_BRAVIARY,,,54,,,DUSK|NIGHT,,,,,,,,,,,,,,,
627,RUFFLET,628,BRAVIARY,,,54,,,DAWN|DAY,,,,,,,,,,,,,,,
629,VULLABY,630,MANDIBUZZ,,,54,,,,,,,,,,,,,,,,,,
633,DEINO,634,ZWEILOUS,,,50,,,,,,,,,,,,,,,,,,
634,ZWEILOUS,635,HYDREIGON,,,64,,,,,,,,,,,,,,,,,,
636,LARVESTA,637,VOLCARONA,,,59,,,,,,,,,,,,,,,,,,
650,CHESPIN,651,QUILLADIN,,,16,,,,,,,,,,,,,,,,,,
651,QUILLADIN,652,CHESNAUGHT,,,36,,,,,,,,,,,,,,,,,,
653,FENNEKIN,654,BRAIXEN,,,16,,,,,,,,,,,,,,,,,,
654,BRAIXEN,655,DELPHOX,,,36,,,,,,,,,,,,,,,,,,
656,FROAKIE,657,FROGADIER,,,16,,,,,,,,,,,,,,,,,,
657,FROGADIER,658,GRENINJA,,,36,,,,,,,,,,,,,,,,,,
659,BUNNELBY,660,DIGGERSBY,,,20,,,,,,,,,,,,,,,,,,
661,FLETCHLING,662,FLETCHINDER,,,17,,,,,,,,,,,,,,,,,,
662,FLETCHINDER,663,TALONFLAME,,,35,,,,,,,,,,,,,,,,,,
664,SCATTERBUG,665,SPEWPA,,,9,,,,,,,,,,,,,,,,,,
665,SPEWPA,666,VIVILLON,,,12,,,,,,,,,,,,,,,,,,
667,LITLEO,668,PYROAR,,,35,,,,,,,,,,,,,,,,,,
669,FLABEBE,670,FLOETTE,,,19,,,,,,,,,,,,,,,,,,
670,FLOETTE,671,FLORGES,,,1,SHINY_STONE,29|34|39,,,,,,,,,,,,,,,,
672,SKIDDO,673,GOGOAT,,,32,,,,,,,,,,,,,,,,,,
674,PANCHAM,675,PANGORO,,,32,,32|36|40,,,,,,,,,,,,,,DARK,,
677,ESPURR,678,MEOWSTIC,,female,25,,,,,FEMALE,,,,,,,,,,,,,
677,ESPURR,678,MEOWSTIC,,,25,,,,,MALE,,,,,,,,,,,,,
679,HONEDGE,680,DOUBLADE,,,35,,,,,,,,,,,,,,,,,,
680,DOUBLADE,681,AEGISLASH,,,1,DUSK_STONE,50|60|70,,,,,,,,,,,,,,,,
682,SPRITZEE,683,AROMATISSE,,,1,SACHET,25|30|35,,,,,,,,,,,,,,,,
684,SWIRLIX,685,SLURPUFF,,,1,WHIPPED_DREAM,25|30|35,,,,,,,,,,,,,,,,
686,INKAY,687,MALAMAR,,,30,,,,,,,TOPSY_TURVY,,,,,,,,,,,
688,BINACLE,689,BARBARACLE,,,39,,,,,,,,,,,,,,,,,,
690,SKRELP,691,DRAGALGE,,,48,,,,,,,,,,,,,,,,,,
692,CLAUNCHER,693,CLAWITZER,,,37,,,,,,,,,,,,,,,,,,
694,HELIOPTILE,695,HELIOLISK,,,1,SUN_STONE,32|36|36,,,,,,,,,,,,,,,,
696,TYRUNT,697,TYRANTRUM,,,39,,,DAWN|DAY,,,,,,,,,,,,,,,
698,AMAURA,699,AURORUS,,,39,,,DUSK|NIGHT,,,,,,,,,,,,,,,
704,GOOMY,6705,HISUI_SLIGGOO,,,40,,,DUSK|NIGHT,,,,,,,,,,,,,,,
704,GOOMY,705,SLIGGOO,,,40,,,DAWN|DAY,,,,,,,,,,,,,,,
705,SLIGGOO,706,GOODRA,,,50,,50|60|70,,,,,,,,,,,RAIN|FOG|HEAVY_RAIN,,,,,
708,PHANTUMP,709,TREVENANT,,,1,LINKING_CORD,30|35|40,,,,,,,,,,,,,,,,
710,PUMPKABOO,711,GOURGEIST,,,1,LINKING_CORD,30|35|40,,,,,,,,,,,,,,,,
712,BERGMITE,6713,HISUI_AVALUGG,,,37,,,DUSK|NIGHT,,,,,,,,,,,,,,,
712,BERGMITE,713,AVALUGG,,,37,,,DAWN|DAY,,,,,,,,,,,,,,,
714,NOIBAT,715,NOIVERN,,,48,,,,,,,,,,,,,,,,,,
722,ROWLET,723,DARTRIX,,,17,,,,,,,,,,,,,,,,,,
723,DARTRIX,6724,HISUI_DECIDUEYE,,,36,,,DUSK|NIGHT,,,,,,,,,,,,,,,
723,DARTRIX,724,DECIDUEYE,,,34,,,DAWN|DAY,,,,,,,,,,,,,,,
725,LITTEN,726,TORRACAT,,,17,,,,,,,,,,,,,,,,,,
726,TORRACAT,727,INCINEROAR,,,34,,,,,,,,,,,,,,,,,,
728,POPPLIO,729,BRIONNE,,,17,,,,,,,,,,,,,,,,,,
729,BRIONNE,730,PRIMARINA,,,34,,,,,,,,,,,,,,,,,,
731,PIKIPEK,732,TRUMBEAK,,,14,,,,,,,,,,,,,,,,,,
732,TRUMBEAK,733,TOUCANNON,,,28,,,,,,,,,,,,,,,,,,
734,YUNGOOS,735,GUMSHOOS,,,20,,,DAWN|DAY,,,,,,,,,,,,,,,
736,GRUBBIN,737,CHARJABUG,,,20,,,,,,,,,,,,,,,,,,
737,CHARJABUG,738,VIKAVOLT,,,1,THUNDER_STONE,40|45|45,,,,,,,,,,,,,,,,
739,CRABRAWLER,740,CRABOMINABLE,,,1,ICE_STONE,35|40|40,,,,,,,,,,,,,,,,
742,CUTIEFLY,743,RIBOMBEE,,,25,,,,,,,,,,,,,,,,,,
744,ROCKRUFF,745,LYCANROC,own-tempo,dusk,25,,,,,,,,,,,OWN_TEMPO,,,,,,,
744,ROCKRUFF,745,LYCANROC,,midday,25,,,DAWN|DAY,,,,,,,,,,,,,,,
744,ROCKRUFF,745,LYCANROC,,midnight,25,,,DUSK|NIGHT,,,,,,,,,,,,,,,
747,MAREANIE,748,TOXAPEX,,,38,,,,,,,,,,,,,,,,,,
749,MUDBRAY,750,MUDSDALE,,,30,,,,,,,,,,,,,,,,,,
751,DEWPIDER,752,ARAQUANID,,,22,,,,,,,,,,,,,,,,,,
753,FOMANTIS,754,LURANTIS,,,34,,,DAWN|DAY,,,,,,,,,,,,,,,
755,MORELULL,756,SHIINOTIC,,,24,,,,,,,,,,,,,,,,,,
757,SALANDIT,758,SALAZZLE,,,33,,,,,FEMALE,,,,,,,,,,,,,
759,STUFFUL,760,BEWEAR,,,27,,,,,,,,,,,,,,,,,,
761,BOUNSWEET,762,STEENEE,,,18,,,,,,,,,,,,,,,,,,
762,STEENEE,763,TSAREENA,,,28,,29|34|39,,,,,STOMP,,,,,,,,,,,
767,WIMPOD,768,GOLISOPOD,,,30,,,,,,,,,,,,,,,,,,
769,SANDYGAST,770,PALOSSAND,,,42,,,,,,,,,,,,,,,,,,
772,TYPE_NULL,773,SILVALLY,,,1,,50|60|70,,,,,,100,,,,,,,,,,
782,JANGMO_O,783,HAKAMO_O,,,35,,,,,,,,,,,,,,,,,,
783,HAKAMO_O,784,KOMMO_O,,,45,,,,,,,,,,,,,,,,,,
789,COSMOG,790,COSMOEM,,,1,,43|53|59,,,,,,43,,,,,,,,,,
790,COSMOEM,791,SOLGALEO,,,13,SUN_FLUTE,53|73|79,,,,,,,,,,,,,,,,
790,COSMOEM,792,LUNALA,,,13,MOON_FLUTE,53|73|79,,,,,,,,,,,,,,,,
803,POIPOLE,804,NAGANADEL,,,29,,53|59|61,,,,,DRAGON_PULSE,,,,,,,,,,,
808,MELTAN,809,MELMETAL,,,30,,30|50|70,,,,,,,,,,,,,,,,
810,GROOKEY,811,THWACKEY,,,16,,,,,,,,,,,,,,,,,,
811,THWACKEY,812,RILLABOOM,,,35,,,,,,,,,,,,,,,,,,
813,SCORBUNNY,814,RABOOT,,,16,,,,,,,,,,,,,,,,,,
814,RABOOT,815,CINDERACE,,,35,,,,,,,,,,,,,,,,,,
816,SOBBLE,817,DRIZZILE,,,16,,,,,,,,,,,,,,,,,,
817,DRIZZILE,818,INTELEON,,,35,,,,,,,,,,,,,,,,,,
819,SKWOVET,820,GREEDENT,,,24,,,,,,,,,,,,,,,,,,
821,ROOKIDEE,822,CORVISQUIRE,,,18,,,,,,,,,,,,,,,,,,
822,CORVISQUIRE,823,CORVIKNIGHT,,,38,,,,,,,,,,,,,,,,,,
824,BLIPBUG,825,DOTTLER,,,10,,,,,,,,,,,,,,,,,,
825,DOTTLER,826,ORBEETLE,,,30,,,,,,,,,,,,,,,,,,
827,NICKIT,828,THIEVUL,,,18,,,,,,,,,,,,,,,,,,
829,GOSSIFLEUR,830,ELDEGOSS,,,20,,,,,,,,,,,,,,,,,,
831,WOOLOO,832,DUBWOOL,,,24,,,,,,,,,,,,,,,,,,
833,CHEWTLE,834,DREDNAW,,,22,,,,,,,,,,,,,,,,,,
835,YAMPER,836,BOLTUND,,,25,,,,,,,,,,,,,,,,,,
837,ROLYCOLY,838,CARKOL,,,18,,,,,,,,,,,,,,,,,,
838,CARKOL,839,COALOSSAL,,,34,,,,,,,,,,,,,,,,,,
840,APPLIN,1011,DIPPLIN,,,1,SYRUPY_APPLE,24|24|28,,,,,,,,,,,,,,,,
840,APPLIN,841,FLAPPLE,,,1,TART_APPLE,24|24|28,,,,,,,,,,,,,,,,
840,APPLIN,842,APPLETUN,,,1,SWEET_APPLE,24|24|28,,,,,,,,,,,,,,,,
843,SILICOBRA,844,SANDACONDA,,,36,,,,,,,,,,,,,,,,,,
846,ARROKUDA,847,BARRASKEWDA,,,26,,,,,,,,,,,,,,,,,,
848,TOXEL,849,TOXTRICITY,,lowkey,30,,,,,,,,,,,,,,,LONELY|BOLD|RELAXED|TIMID|SERIOUS|MODEST|MILD|QUIET|BASHFUL|CALM|GENTLE|CAREFUL,,,
848,TOXEL,849,TOXTRICITY,,amped,30,,,,,,,,,,,,,,,,,,
850,SIZZLIPEDE,851,CENTISKORCH,,,28,,,,,,,,,,,,,,,,,,
852,CLOBBOPUS,853,GRAPPLOCT,,,35,,,,,,,TAUNT,,,,,,,,,,,
854,SINISTEA,855,POLTEAGEIST,phony,phony,1,CRACKED_POT,30|35|40,,,,,,,,,,,,,,,,
854,SINISTEA,855,POLTEAGEIST,antique,antique,1,CHIPPED_POT,30|35|40,,,,,,,,,,,,,,,,
856,HATENNA,857,HATTREM,,,32,,,,,,,,,,,,,,,,,,
857,HATTREM,858,HATTERENE,,,42,,,,,,,,,,,,,,,,,,
859,IMPIDIMP,860,MORGREM,,,32,,,,,,,,,,,,,,,,,,
860,MORGREM,861,GRIMMSNARL,,,42,,,,,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,vanilla-cream,1,STRAWBERRY_SWEET,20|25|25,,Town|Plains|Grassy Field|Tall Grass|Metropolis,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,ruby-cream,1,STRAWBERRY_SWEET,20|25|25,,Badlands|Volcano|Graveyard|Factory|Slum,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,matcha-cream,1,STRAWBERRY_SWEET,20|25|25,,Forest|Swamp|Meadow|Jungle,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,mint-cream,1,STRAWBERRY_SWEET,20|25|25,,Sea|Beach|Lake|Seabed,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,lemon-cream,1,STRAWBERRY_SWEET,20|25|25,,Desert|Power Plant|Dojo|Ancient Ruins|Construction Site,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,salted-cream,1,STRAWBERRY_SWEET,20|25|25,,Mountain|Cave|Ice Cave|Fairy Cave|Snowy Forest,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,ruby-swirl,1,STRAWBERRY_SWEET,20|25|25,,Wasteland|Laboratory,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,caramel-swirl,1,STRAWBERRY_SWEET,20|25|25,,Temple|Island,,,,,,,,,,,,,,
868,MILCERY,869,ALCREMIE,,rainbow-swirl,1,STRAWBERRY_SWEET,20|25|25,,Abyss|Space|???,,,,,,,,,,,,,,
872,SNOM,873,FROSMOTH,,,1,,20|25|25,DUSK|NIGHT,,,,,90,,,,,,,,,,
878,CUFANT,879,COPPERAJAH,,,34,,,,,,,,,,,,,,,,,,
884,DURALUDON,1018,ARCHALUDON,,,1,METAL_ALLOY,65|80|95,,,,,,,,,,,,,,,,
885,DREEPY,886,DRAKLOAK,,,50,,,,,,,,,,,,,,,,,,
886,DRAKLOAK,887,DRAGAPULT,,,60,,,,,,,,,,,,,,,,,,
891,KUBFU,892,URSHIFU,,single-strike,1,SCROLL_OF_DARKNESS,50|60|70,,,,,,,,,,,,,,,,
891,KUBFU,892,URSHIFU,,rapid-strike,1,SCROLL_OF_WATERS,50|60|70,,,,,,,,,,,,,,,,
906,SPRIGATITO,907,FLORAGATO,,,16,,,,,,,,,,,,,,,,,,
907,FLORAGATO,908,MEOWSCARADA,,,36,,,,,,,,,,,,,,,,,,
909,FUECOCO,910,CROCALOR,,,16,,,,,,,,,,,,,,,,,,
910,CROCALOR,911,SKELEDIRGE,,,36,,,,,,,,,,,,,,,,,,
912,QUAXLY,913,QUAXWELL,,,16,,,,,,,,,,,,,,,,,,
913,QUAXWELL,914,QUAQUAVAL,,,36,,,,,,,,,,,,,,,,,,
915,LECHONK,916,OINKOLOGNE,,female,18,,,,,FEMALE,,,,,,,,,,,,,
915,LECHONK,916,OINKOLOGNE,,,18,,,,,MALE,,,,,,,,,,,,,
917,TAROUNTULA,918,SPIDOPS,,,15,,,,,,,,,,,,,,,,,,
919,NYMBLE,920,LOKIX,,,24,,,,,,,,,,,,,,,,,,
921,PAWMI,922,PAWMO,,,18,,,,,,,,,,,,,,,,,,
922,PAWMO,923,PAWMOT,,,32,,,,,,,,,,,,,,,,,,
924,TANDEMAUS,925,MAUSHOLD,,three,25,,,,,,,,,,,,,,4,,,,
924,TANDEMAUS,925,MAUSHOLD,,four,25,,,,,,,,,,,,,,,,,,
926,FIDOUGH,927,DACHSBUN,,,26,,,,,,,,,,,,,,,,,,
928,SMOLIV,929,DOLLIV,,,25,,,,,,,,,,,,,,,,,,
929,DOLLIV,930,ARBOLIVA,,,35,,,,,,,,,,,,,,,,,,
932,NACLI,933,NACLSTACK,,,24,,,,,,,,,,,,,,,,,,
933,NACLSTACK,934,GARGANACL,,,38,,,,,,,,,,,,,,,,,,
935,CHARCADET,936,ARMAROUGE,,,1,AUSPICIOUS_ARMOR,30|35|35,,,,,,,,,,,,,,,,
935,CHARCADET,937,CERULEDGE,,,1,MALICIOUS_ARMOR,30|35|35,,,,,,,,,,,,,,,,
938,TADBULB,939,BELLIBOLT,,,1,THUNDER_STONE,20|28|28,,,,,,,,,,,,,,,,
940,WATTREL,941,KILOWATTREL,,,25,,,,,,,,,,,,,,,,,,
942,MASCHIFF,943,MABOSSTIFF,,,30,,,,,,,,,,,,,,,,,,
944,SHROODLE,945,GRAFAIAI,,,28,,,,,,,,,,,,,,,,,,
946,BRAMBLIN,947,BRAMBLEGHAST,,,30,,,,,,,,,,,,,,,,,,
948,TOEDSCOOL,949,TOEDSCRUEL,,,30,,,,,,,,,,,,,,,,,,
951,CAPSAKID,952,SCOVILLAIN,,,1,FIRE_STONE,25|30|30,,,,,,,,,,,,,,,,
953,RELLOR,954,RABSCA,,,29,,,,,,,,,,,,,,,,,,
955,FLITTLE,956,ESPATHRA,,,35,,,,,,,,,,,,,,,,,,
957,TINKATINK,958,TINKATUFF,,,24,,,,,,,,,,,,,,,,,,
958,TINKATUFF,959,TINKATON,,,38,,,,,,,,,,,,,,,,,,
960,WIGLETT,961,WUGTRIO,,,26,,,,,,,,,,,,,,,,,,
963,FINIZEN,964,PALAFIN,,,38,,,,,,,,,,,,,,,,,,
965,VAROOM,966,REVAVROOM,,,40,,,,,,,,,,,,,,,,,,
969,GLIMMET,970,GLIMMORA,,,35,,,,,,,,,,,,,,,,,,
971,GREAVARD,972,HOUNDSTONE,,,30,,,DUSK|NIGHT,,,,,,,,,,,,,,,
974,CETODDLE,975,CETITAN,,,1,ICE_STONE,40|44|48,,,,,,,,,,,,,,,,
996,FRIGIBAX,997,ARCTIBAX,,,35,,,,,,,,,,,,,,,,,,
997,ARCTIBAX,998,BAXCALIBUR,,,54,,,,,,,,,,,,,,,,,,
999,GIMMIGHOUL,1000,GHOLDENGO,chest,,1,,50|60|70,,,,,,,,,,,,,,,,10
999,GIMMIGHOUL,1000,GHOLDENGO,roaming,,1,,50|60|70,,,,,,,,,,,,,,,,10
1011,DIPPLIN,1019,HYDRAPPLE,,,1,,56|68|80,,,,,DRAGON_CHEER,,,,,,,,,,,
1012,POLTCHAGEIST,1013,SINISTCHA,counterfeit,unremarkable,1,UNREMARKABLE_TEACUP,30|35|40,,,,,,,,,,,,,,,,
1012,POLTCHAGEIST,1013,SINISTCHA,artisan,masterpiece,1,MASTERPIECE_TEACUP,30|35|40,,,,,,,,,,,,,,,,
2019,ALOLA_RATTATA,2020,ALOLA_RATICATE,,,20,,,DUSK|NIGHT,,,,,,,,,,,,,,,
2027,ALOLA_SANDSHREW,2028,ALOLA_SANDSLASH,,,1,ICE_STONE,22|22|22,,,,,,,,,,,,,,,,
2037,ALOLA_VULPIX,2038,ALOLA_NINETALES,,,1,ICE_STONE,30|35|40,,,,,,,,,,,,,,,,
2050,ALOLA_DIGLETT,2051,ALOLA_DUGTRIO,,,26,,,,,,,,,,,,,,,,,,
2052,ALOLA_MEOWTH,2053,ALOLA_PERSIAN,,,1,,28|28|28,,,,,,120,,,,,,,,,,
2074,ALOLA_GEODUDE,2075,ALOLA_GRAVELER,,,25,,,,,,,,,,,,,,,,,,
2075,ALOLA_GRAVELER,2076,ALOLA_GOLEM,,,1,LINKING_CORD,35|45|55,,,,,,,,,,,,,,,,
2088,ALOLA_GRIMER,2089,ALOLA_MUK,,,38,,,,,,,,,,,,,,,,,,
4052,GALAR_MEOWTH,863,PERRSERKER,,,28,,,,,,,,,,,,,,,,,,
4077,GALAR_PONYTA,4078,GALAR_RAPIDASH,,,40,,,,,,,,,,,,,,,,,,
4079,GALAR_SLOWPOKE,4080,GALAR_SLOWBRO,,,1,GALARICA_CUFF,37|37|37,,,,,,,,,,,,,,,,
4079,GALAR_SLOWPOKE,4199,GALAR_SLOWKING,,,1,GALARICA_WREATH,37|37|37,,,,,,,,,,,,,,,,
4083,GALAR_FARFETCHD,865,SIRFETCHD,,,30,,,,,,,,,,,,,,,,,,
4122,GALAR_MR_MIME,866,MR_RIME,,,42,,,,,,,,,,,,,,,,,,
4222,GALAR_CORSOLA,864,CURSOLA,,,38,,,,,,,,,,,,,,,,,,
4263,GALAR_ZIGZAGOON,4264,GALAR_LINOONE,,,20,,,,,,,,,,,,,,,,,,
4264,GALAR_LINOONE,862,OBSTAGOON,,,35,,,DUSK|NIGHT,,,,,,,,,,,,,,,
4554,GALAR_DARUMAKA,4555,GALAR_DARMANITAN,,,1,ICE_STONE,35|35|35,,,,,,,,,,,,,,,,
4562,GALAR_YAMASK,867,RUNERIGUS,,,34,,,,,,,,,,,,,,,,,,
6058,HISUI_GROWLITHE,6059,HISUI_ARCANINE,,,1,FIRE_STONE,35|40|45,,,,,,,,,,,,,,,,
6100,HISUI_VOLTORB,6101,HISUI_ELECTRODE,,,1,LEAF_STONE,30|30|30,,,,,,,,,,,,,,,,
6211,HISUI_QWILFISH,904,OVERQWIL,,,32,,38|48|58,,,,,BARB_BARRAGE,,,,,,,,,,,
6215,HISUI_SNEASEL,903,SNEASLER,,,1,RAZOR_CLAW,48|54|60,DAWN|DAY,,,,,,,,,,,,,,,
6550,HISUI_BASCULIN,902,BASCULEGION,,female,40,,45|65|85,,,FEMALE,,,,,,,,,,,,,
6550,HISUI_BASCULIN,902,BASCULEGION,,male,40,,45|65|85,,,MALE,,,,,,,,,,,,,
6570,HISUI_ZORUA,6571,HISUI_ZOROARK,,,30,,,,,,,,,,,,,,,,,,
6705,HISUI_SLIGGOO,6706,HISUI_GOODRA,,,50,,60|70|80,,,,,,,,,,,RAIN|FOG|HEAVY_RAIN,,,,,
8194,PALDEA_WOOPER,980,CLODSIRE,,,20,,,,,,,,,,,,,,,,,,
